"Protein1","Protein2","Gene1","Gene2","Context","StringScore"
"P24043","P43243","LAMA2","MATR3","poor",0
"P24043","Q16777","LAMA2","H2AC20","poor",0
"P24043","Q6FI13","LAMA2","H2AC18","poor",0
"P24043","Q7L7L0","LAMA2","H2AW","poor",0
"P24043","Q7Z6Z7","LAMA2","HUWE1","poor",0
"P24043","Q93077","LAMA2","H2AC6","poor",0
"P24043","Q96KK5","LAMA2","H2AC12","poor",0
"P24043","Q99878","LAMA2","H2AC14","poor",0
"P24043","Q9BTM1","LAMA2","H2AJ","poor",0
"P24534","P26641","EEF1B2","EEF1G","rich",999
"P24534","P68104","EEF1B2","EEF1A1","rich",999
"P24534","Q05639","EEF1B2","EEF1A2","rich",993
"P24534","Q5TAP6","EEF1B2","UTP14C","poor",0
"P24534","Q5VTE0","EEF1B2","EEF1A1P5","rich",0
"P24534","Q66K74","EEF1B2","MAP1S","poor",0
"P24534","Q6NV74","EEF1B2","CRACDL","poor",0
"P24534","Q6ZUT9","EEF1B2","DENND5B","poor",0
"P24534","Q8N9B8","EEF1B2","RASGEF1A","poor",0
"P24534","Q8WZ42","EEF1B2","TTN","poor",0
"P24534","Q92616","EEF1B2","GCN1","poor",314
"P24534","Q96T37","EEF1B2","RBM15","poor",0
"P24534","Q9BVJ6","EEF1B2","UTP14A","poor",0
"P24534","Q9NZ71","EEF1B2","RTEL1","poor",0
"P24539","P25705","ATP5PB","ATP5F1A","poor",999
"P24539","P48047","ATP5PB","ATP5PO","poor",999
"P24752","P34897","ACAT1","SHMT2","poor",199
"P24928","P37108","POLR2A","SRP14","poor",0
"P24928","Q9NY27","POLR2A","PPP4R2","poor",0
"P25205","P33993","MCM3","MCM7","poor",999
"P25205","P49736","MCM3","MCM2","poor",999
"P25205","Q16777","MCM3","H2AC20","poor",0
"P25205","Q6FI13","MCM3","H2AC18","poor",0
"P25205","Q8IUE6","MCM3","H2AC21","poor",0
"P25205","Q93077","MCM3","H2AC6","poor",0
"P25205","Q96KK5","MCM3","H2AC12","poor",0
"P25205","Q96QV6","MCM3","H2AC1","poor",0
"P25205","Q99878","MCM3","H2AC14","poor",0
"P25205","Q9BTM1","MCM3","H2AJ","poor",0
"P25398","P39023","RPS12","RPL3","poor",999
"P25398","P46783","RPS12","RPS10","poor",999
"P25398","P49327","RPS12","FASN","poor",0
"P25398","Q8IY33","RPS12","MICALL2","poor",0
"P25398","Q8NC51","RPS12","SERBP1","poor",975
"P25398","Q9NQ39","RPS12","RPS10P5","poor",0
"P25440","P62937","BRD2","PPIA","poor",0
"P25445","P60866","FAS","RPS20","poor",0
"P25490","P35580","YY1","MYH10","poor",0
"P25490","P57053","YY1","H2BC12L","poor",0
"P25490","P62807","YY1","H2BC4","poor",0
"P25490","P68431","YY1","H3C1","poor",234
"P25490","P78527","YY1","PRKDC","poor",419
"P25490","P84243","YY1","H3-3A","poor",238
"P25490","Q16778","YY1","H2BC21","poor",0
"P25490","Q5TEC6","YY1","H3-7","poor",0
"P25490","Q6NXT2","YY1","H3-5","poor",0
"P25490","Q71DI3","YY1","H3C15","poor",0
"P25490","Q93079","YY1","H2BC9","poor",0
"P25490","Q9BRX2","YY1","PELO","poor",0
"P25705","P46782","ATP5F1A","RPS5","poor",796
"P25705","P48047","ATP5F1A","ATP5PO","poor",999
"P25705","P56381","ATP5F1A","ATP5F1E","poor",999
"P25705","Q8N5M1","ATP5F1A","ATPAF2","poor",948
"P25786","P25788","PSMA1","PSMA3","rich",999
"P25786","P28066","PSMA1","PSMA5","rich",999
"P25787","P25789","PSMA2","PSMA4","poor",999
"P25787","P49720","PSMA2","PSMB3","poor",999
"P25787","P60900","PSMA2","PSMA6","rich",999
"P25788","P60900","PSMA3","PSMA6","poor",999
"P25789","Q7Z401","PSMA4","DENND4A","poor",0
"P25789","Q8TAA3","PSMA4","PSMA8","rich",997
"P26006","P48509","ITGA3","CD151","poor",991
"P26038","P27708","MSN","CAD","poor",0
"P26038","P29144","MSN","TPP2","poor",0
"P26038","P78316","MSN","NOP14","poor",0
"P26038","Q13576","MSN","IQGAP2","poor",0
"P26038","Q7Z6E9","MSN","RBBP6","poor",0
"P26038","Q7Z7A1","MSN","CNTRL","poor",0
"P26358","P33778","DNMT1","H2BC3","poor",0
"P26358","P57053","DNMT1","H2BC12L","poor",0
"P26358","P58876","DNMT1","H2BC5","poor",0
"P26358","P62805","DNMT1","H4C1","poor",796
"P26358","P62807","DNMT1","H2BC4","poor",232
"P26358","P68431","DNMT1","H3C1","poor",629
"P26358","P84243","DNMT1","H3-3A","poor",516
"P26358","Q16695","DNMT1","H3-4","poor",0
"P26358","Q16778","DNMT1","H2BC21","poor",0
"P26358","Q5QNW6","DNMT1","H2BC18","poor",0
"P26358","Q71DI3","DNMT1","H3C15","poor",0
"P26358","Q8N257","DNMT1","H2BU1","poor",0
"P26358","Q93079","DNMT1","H2BC9","poor",0
"P26358","Q96A08","DNMT1","H2BC1","poor",708
"P26358","Q99877","DNMT1","H2BC15","poor",692
"P26358","Q99879","DNMT1","H2BC14","poor",669
"P26358","Q99880","DNMT1","H2BC13","poor",665
"P26358","Q9Y281","DNMT1","CFL2","poor",0
"P26373","P30086","RPL13","PEBP1","poor",173
"P26373","P42766","RPL13","RPL35","poor",999
"P26373","P46776","RPL13","RPL27A","rich",999
"P26373","P62424","RPL13","RPL7A","poor",999
"P26373","P62906","RPL13","RPL10A","poor",999
"P26373","P63241","RPL13","EIF5A","poor",892
"P26373","P78527","RPL13","PRKDC","poor",155
"P26373","Q07157","RPL13","TJP1","poor",0
"P26373","Q9GZV4","RPL13","EIF5A2","poor",835
"P26373","Q9UQ88","RPL13","CDK11A","poor",0
"P26373","Q9Y3U8","RPL13","RPL36","poor",999
"P26447","P62701","S100A4","RPS4X","poor",0
"P26447","P62829","S100A4","RPL23","poor",0
"P26447","Q12830","S100A4","BPTF","poor",0
"P26447","Q8TD47","S100A4","RPS4Y2","poor",0
"P26583","P33778","HMGB2","H2BC3","rich",0
"P26583","P57053","HMGB2","H2BC12L","rich",0
"P26583","P58876","HMGB2","H2BC5","rich",0
"P26583","P62807","HMGB2","H2BC4","rich",0
"P26583","P68431","HMGB2","H3C1","rich",219
"P26583","P78347","HMGB2","GTF2I","poor",0
"P26583","P84243","HMGB2","H3-3A","rich",0
"P26583","Q13191","HMGB2","CBLB","poor",154
"P26583","Q13206","HMGB2","DDX10","poor",0
"P26583","Q16695","HMGB2","H3-4","rich",0
"P26583","Q16778","HMGB2","H2BC21","rich",0
"P26583","Q5QNW6","HMGB2","H2BC18","rich",0
"P26583","Q5TEC6","HMGB2","H3-7","rich",0
"P26583","Q6FI13","HMGB2","H2AC18","poor",0
"P26583","Q6NXT2","HMGB2","H3-5","rich",0
"P26583","Q71DI3","HMGB2","H3C15","rich",0
"P26583","Q7L7L0","HMGB2","H2AW","poor",0
"P26583","Q8N257","HMGB2","H2BU1","rich",0
"P26583","Q93077","HMGB2","H2AC6","poor",0
"P26583","Q93079","HMGB2","H2BC9","rich",0
"P26583","Q96A08","HMGB2","H2BC1","rich",157
"P26583","Q96KK5","HMGB2","H2AC12","poor",0
"P26583","Q99877","HMGB2","H2BC15","rich",0
"P26583","Q99878","HMGB2","H2AC14","poor",204
"P26583","Q99879","HMGB2","H2BC14","rich",0
"P26583","Q99880","HMGB2","H2BC13","rich",0
"P26583","Q9H875","HMGB2","PRKRIP1","poor",0
"P26599","P43243","PTBP1","MATR3","poor",983
"P26599","P84098","PTBP1","RPL19","poor",451
"P26639","P31689","TARS1","DNAJA1","poor",366
"P26639","P35579","TARS1","MYH9","poor",0
"P26639","P78332","TARS1","RBM6","poor",0
"P26639","Q04917","TARS1","YWHAH","poor",0
"P26639","Q13813","TARS1","SPTAN1","poor",0
"P26639","Q14008","TARS1","CKAP5","poor",0
"P26639","Q14568","TARS1","HSP90AA2P","poor",0
"P26639","Q58FF8","TARS1","HSP90AB2P","poor",0
"P26639","Q86XA9","TARS1","HEATR5A","poor",0
"P26639","Q8IXB1","TARS1","DNAJC10","poor",403
"P26639","Q8WZ42","TARS1","TTN","poor",0
"P26639","Q92576","TARS1","PHF3","poor",0
"P26639","Q96QC0","TARS1","PPP1R10","poor",0
"P26639","Q9Y2D5","TARS1","AKAP2","poor",0
"P26640","P27348","VARS1","YWHAQ","poor",209
"P26640","P31946","VARS1","YWHAB","poor",249
"P26640","P49748","VARS1","ACADVL","poor",0
"P26641","P29692","EEF1G","EEF1D","rich",999
"P26641","P33778","EEF1G","H2BC3","poor",0
"P26641","P40222","EEF1G","TXLNA","poor",0
"P26641","P43004","EEF1G","SLC1A2","poor",0
"P26641","P57053","EEF1G","H2BC12L","poor",0
"P26641","P58876","EEF1G","H2BC5","poor",0
"P26641","P62807","EEF1G","H2BC4","poor",0
"P26641","P68104","EEF1G","EEF1A1","rich",999
"P26641","Q00610","EEF1G","CLTC","poor",240
"P26641","Q02952","EEF1G","AKAP12","poor",0
"P26641","Q05639","EEF1G","EEF1A2","rich",958
"P26641","Q16778","EEF1G","H2BC21","poor",0
"P26641","Q1KMD3","EEF1G","HNRNPUL2","poor",279
"P26641","Q5QNW6","EEF1G","H2BC18","poor",0
"P26641","Q5VTE0","EEF1G","EEF1A1P5","rich",0
"P26641","Q86SQ0","EEF1G","PHLDB2","poor",0
"P26641","Q8N257","EEF1G","H2BU1","poor",0
"P26641","Q8WZ42","EEF1G","TTN","rich",308
"P26641","Q93079","EEF1G","H2BC9","rich",0
"P26641","Q99877","EEF1G","H2BC15","poor",0
"P26641","Q99879","EEF1G","H2BC14","poor",0
"P26641","Q99880","EEF1G","H2BC13","poor",0
"P27348","P31946","YWHAQ","YWHAB","poor",971
"P27348","P61981","YWHAQ","YWHAG","rich",977
"P27348","P62258","YWHAQ","YWHAE","poor",981
"P27348","P63104","YWHAQ","YWHAZ","rich",971
"P27348","Q04917","YWHAQ","YWHAH","poor",976
"P27348","Q0VDD8","YWHAQ","DNAH14","poor",0
"P27348","Q12904","YWHAQ","AIMP1","poor",0
"P27348","Q15058","YWHAQ","KIF14","poor",0
"P27348","Q5JR59","YWHAQ","MTUS2","poor",0
"P27348","Q5T655","YWHAQ","CFAP58","poor",0
"P27348","Q8NI27","YWHAQ","THOC2","poor",0
"P27348","Q8WXA9","YWHAQ","SREK1","poor",0
"P27348","Q9NZN4","YWHAQ","EHD2","poor",0
"P27635","Q7Z4T8","RPL10","GALNTL5","poor",0
"P27708","P39656","CAD","DDOST","poor",0
"P27708","Q15388","CAD","TOMM20","poor",0
"P27708","Q96T17","CAD","MAP7D2","poor",0
"P27797","P30101","CALR","PDIA3","poor",999
"P27816","P51531","MAP4","SMARCA2","poor",0
"P27816","Q04637","MAP4","EIF4G1","poor",160
"P27816","Q08J23","MAP4","NSUN2","poor",0
"P27816","Q14978","MAP4","NOLC1","poor",170
"P27816","Q86XL3","MAP4","ANKLE2","poor",0
"P27816","Q8WXH0","MAP4","SYNE2","poor",0
"P27816","Q92576","MAP4","PHF3","poor",0
"P27824","P30101","CANX","PDIA3","poor",999
"P27824","P53675","CANX","CLTCL1","poor",261
"P27824","Q00610","CANX","CLTC","poor",552
"P28331","Q9UI09","NDUFS1","NDUFA12","poor",999
"P28332","Q9UNY4","ADH6","TTF2","poor",0
"P28370","Q9UIG0","SMARCA1","BAZ1B","poor",909
"P28715","P56715","ERCC5","RP1","poor",156
"P28715","P68363","ERCC5","TUBA1B","poor",0
"P28715","P68366","ERCC5","TUBA4A","poor",0
"P28715","Q6PEY2","ERCC5","TUBA3E","poor",0
"P28715","Q71U36","ERCC5","TUBA1A","poor",0
"P28715","Q9BQE3","ERCC5","TUBA1C","poor",0
"P28715","Q9NY65","ERCC5","TUBA8","poor",0
"P29144","Q15388","TPP2","TOMM20","poor",0
"P29144","Q96T17","TPP2","MAP7D2","poor",0
"P29373","Q2TBE0","CRABP2","CWF19L2","poor",0
"P29373","Q9P281","CRABP2","BAHCC1","poor",0
"P29401","P46940","TKT","IQGAP1","poor",0
"P29401","P50851","TKT","LRBA","poor",156
"P29401","Q6UX04","TKT","CWC27","poor",0
"P29401","Q8WZ42","TKT","TTN","poor",0
"P29401","Q969Z0","TKT","TBRG4","poor",0
"P29401","Q9HCE1","TKT","MOV10","poor",0
"P29401","Q9NQW1","TKT","SEC31B","poor",0
"P29401","Q9Y4W6","TKT","AFG3L2","poor",0
"P29475","Q07065","NOS1","CKAP4","poor",0
"P29590","P31930","PML","UQCRC1","poor",0
"P29692","P68104","EEF1D","EEF1A1","rich",997
"P29692","Q05639","EEF1D","EEF1A2","rich",911
"P29692","Q13206","EEF1D","DDX10","poor",0
"P29692","Q5TAP6","EEF1D","UTP14C","poor",0
"P29692","Q5VTE0","EEF1D","EEF1A1P5","rich",0
"P29692","Q66K74","EEF1D","MAP1S","poor",0
"P29692","Q6NV74","EEF1D","CRACDL","poor",0
"P29692","Q6ZUT9","EEF1D","DENND5B","poor",0
"P29692","Q8N9B8","EEF1D","RASGEF1A","poor",0
"P29692","Q92616","EEF1D","GCN1","poor",316
"P29692","Q96T37","EEF1D","RBM15","poor",0
"P29692","Q9BVJ6","EEF1D","UTP14A","poor",172
"P29692","Q9NZ71","EEF1D","RTEL1","poor",0
"P29992","Q58FF8","GNA11","HSP90AB2P","poor",0
"P30041","P46100","PRDX6","ATRX","poor",0
"P30049","P56381","ATP5F1D","ATP5F1E","poor",999
"P30049","Q96IX5","ATP5F1D","ATP5MK","poor",0
"P30050","P62241","RPL12","RPS8","poor",999
"P30050","P68104","RPL12","EEF1A1","poor",996
"P30050","Q5VTE0","RPL12","EEF1A1P5","poor",0
"P30050","Q8NHW5","RPL12","RPLP0P6","poor",0
"P30050","Q9BZE4","RPL12","GTPBP4","poor",569
"P30084","Q96DC9","ECHS1","OTUB2","poor",0
"P30101","Q8N119","PDIA3","MMP21","poor",0
"P30101","Q9NVN8","PDIA3","GNL3L","poor",0
"P30101","Q9Y3R5","PDIA3","DOP1B","poor",0
"P30153","Q7Z7A1","PPP2R1A","CNTRL","poor",0
"P30154","Q7Z7A1","PPP2R1B","CNTRL","poor",0
"P30260","Q6FI13","CDC27","H2AC18","poor",0
"P30260","Q7L7L0","CDC27","H2AW","poor",0
"P30260","Q93077","CDC27","H2AC6","poor",0
"P30260","Q96KK5","CDC27","H2AC12","poor",0
"P30260","Q99878","CDC27","H2AC14","poor",0
"P30405","P62937","PPIF","PPIA","poor",170
"P30622","Q92769","CLIP1","HDAC2","poor",0
"P30622","Q93045","CLIP1","STMN2","poor",424
"P31040","Q8IZA3","SDHA","H1-8","poor",0
"P31152","P35613","MAPK4","BSG","poor",0
"P31153","Q96L33","MAT2A","RHOV","poor",0
"P31629","Q16777","HIVEP2","H2AC20","poor",0
"P31629","Q6FI13","HIVEP2","H2AC18","poor",0
"P31629","Q96KK5","HIVEP2","H2AC12","poor",0
"P31629","Q99878","HIVEP2","H2AC14","poor",0
"P31689","Q86XA9","DNAJA1","HEATR5A","poor",0
"P31937","Q13277","HIBADH","STX3","poor",0
"P31939","Q15800","ATIC","MSMO1","poor",0
"P31939","Q8N7X4","ATIC","MAGEB6","poor",0
"P31939","Q96JP5","ATIC","ZFP91","poor",0
"P31946","P61981","YWHAB","YWHAG","rich",982
"P31946","P62258","YWHAB","YWHAE","rich",991
"P31946","P63104","YWHAB","YWHAZ","rich",990
"P31946","P78527","YWHAB","PRKDC","poor",307
"P31946","Q04917","YWHAB","YWHAH","poor",989
"P31946","Q0VDD8","YWHAB","DNAH14","poor",0
"P31946","Q12904","YWHAB","AIMP1","poor",282
"P31946","Q13576","YWHAB","IQGAP2","poor",183
"P31946","Q15058","YWHAB","KIF14","poor",348
"P31946","Q15059","YWHAB","BRD3","poor",0
"P31946","Q15075","YWHAB","EEA1","poor",207
"P31946","Q16851","YWHAB","UGP2","poor",242
"P31946","Q5BKY9","YWHAB","FAM133B","poor",0
"P31946","Q5JR59","YWHAB","MTUS2","poor",0
"P31946","Q5T655","YWHAB","CFAP58","poor",0
"P31946","Q86V25","YWHAB","VASH2","poor",0
"P31946","Q8N9E0","YWHAB","FAM133A","poor",183
"P31946","Q8NI27","YWHAB","THOC2","poor",0
"P31946","Q8TC20","YWHAB","CAGE1","poor",0
"P31946","Q8WXA9","YWHAB","SREK1","poor",373
"P31946","Q92574","YWHAB","TSC1","poor",966
"P31946","Q9C0B2","YWHAB","CFAP74","poor",0
"P31946","Q9NZN4","YWHAB","EHD2","poor",0
"P31946","Q9UHW5","YWHAB","GPN3","poor",0
"P31947","P61981","SFN","YWHAG","poor",968
"P31947","P62258","SFN","YWHAE","poor",940
"P31947","Q5JR59","SFN","MTUS2","poor",0
"P31947","Q9NZN4","SFN","EHD2","poor",0
"P31948","P54652","STIP1","HSPA2","poor",944
"P31948","Q58FF6","STIP1","HSP90AB4P","poor",0
"P31948","Q58FF7","STIP1","HSP90AB3P","rich",0
"P31948","Q58FG0","STIP1","HSP90AA5P","poor",0
"P31948","Q58FG1","STIP1","HSP90AA4P","poor",0
"P31949","P55039","S100A11","DRG2","poor",0
"P31949","Q9Y295","S100A11","DRG1","poor",0
"P32119","Q06830","PRDX2","PRDX1","rich",945
"P32119","Q16543","PRDX2","CDC37","poor",0
"P32119","Q8NF91","PRDX2","SYNE1","poor",0
"P32322","P38646","PYCR1","HSPA9","poor",360
"P32418","P63241","SLC8A1","EIF5A","poor",0
"P32418","Q6IS14","SLC8A1","EIF5AL1","poor",0
"P32418","Q9GZV4","SLC8A1","EIF5A2","poor",0
"P32969","P40429","RPL9","RPL13A","poor",999
"P32969","P50914","RPL9","RPL14","poor",999
"P32969","P62750","RPL9","RPL23A","poor",999
"P32969","P62987","RPL9","UBA52","poor",999
"P32969","Q9H2U1","RPL9","DHX36","poor",0
"P33176","Q07866","KIF5B","KLC1","rich",998
"P33176","Q9H0B6","KIF5B","KLC2","poor",996
"P33778","P35251","H2BC3","RFC1","poor",0
"P33778","P35659","H2BC3","DEK","poor",0
"P33778","P42696","H2BC3","RBM34","poor",0
"P33778","P46013","H2BC3","MKI67","poor",0
"P33778","P53999","H2BC3","SUB1","poor",0
"P33778","P57053","H2BC3","H2BC12L","rich",0
"P33778","P60709","H2BC3","ACTB","poor",0
"P33778","P61204","H2BC3","ARF3","poor",0
"P33778","P62805","H2BC3","H4C1","rich",0
"P33778","P62826","H2BC3","RAN","poor",0
"P33778","P62937","H2BC3","PPIA","poor",0
"P33778","P62979","H2BC3","RPS27A","rich",0
"P33778","P62987","H2BC3","UBA52","rich",0
"P33778","P63261","H2BC3","ACTG1","poor",0
"P33778","P68032","H2BC3","ACTC1","poor",0
"P33778","P68133","H2BC3","ACTA1","poor",0
"P33778","P68431","H2BC3","H3C1","rich",0
"P33778","P78316","H2BC3","NOP14","poor",0
"P33778","P84243","H2BC3","H3-3A","rich",0
"P33778","Q02539","H2BC3","H1-1","rich",0
"P33778","Q05D32","H2BC3","CTDSPL2","poor",0
"P33778","Q12802","H2BC3","AKAP13","poor",0
"P33778","Q13151","H2BC3","HNRNPA0","poor",0
"P33778","Q13185","H2BC3","CBX3","poor",0
"P33778","Q13191","H2BC3","CBLB","poor",0
"P33778","Q13415","H2BC3","ORC1","poor",0
"P33778","Q14119","H2BC3","VEZF1","poor",0
"P33778","Q14185","H2BC3","DOCK1","poor",0
"P33778","Q14676","H2BC3","MDC1","poor",0
"P33778","Q14764","H2BC3","MVP","poor",0
"P33778","Q14839","H2BC3","CHD4","poor",0
"P33778","Q14980","H2BC3","NUMA1","poor",0
"P33778","Q15003","H2BC3","NCAPH","poor",0
"P33778","Q15050","H2BC3","RRS1","poor",0
"P33778","Q15651","H2BC3","HMGN3","rich",0
"P33778","Q15843","H2BC3","NEDD8","poor",0
"P33778","Q15906","H2BC3","VPS72","poor",0
"P33778","Q16695","H2BC3","H3-4","rich",0
"P33778","Q16777","H2BC3","H2AC20","rich",0
"P33778","Q53EL6","H2BC3","PDCD4","poor",0
"P33778","Q5QJE6","H2BC3","DNTTIP2","poor",0
"P33778","Q5SSJ5","H2BC3","HP1BP3","poor",0
"P33778","Q5TEC6","H2BC3","H3-7","rich",0
"P33778","Q641Q2","H2BC3","WASHC2A","poor",0
"P33778","Q6FI13","H2BC3","H2AC18","rich",0
"P33778","Q6NXT2","H2BC3","H3-5","rich",0
"P33778","Q71DI3","H2BC3","H3C15","rich",0
"P33778","Q71UI9","H2BC3","H2AZ2","rich",0
"P33778","Q7L7L0","H2BC3","H2AW","rich",0
"P33778","Q7Z4V5","H2BC3","HDGFL2","poor",0
"P33778","Q86XA9","H2BC3","HEATR5A","poor",0
"P33778","Q8IUE6","H2BC3","H2AC21","rich",0
"P33778","Q92922","H2BC3","SMARCC1","poor",0
"P33778","Q93077","H2BC3","H2AC6","rich",0
"P33778","Q96BJ3","H2BC3","AIDA","poor",0
"P33778","Q96KK5","H2BC3","H2AC12","rich",0
"P33778","Q96ME7","H2BC3","ZNF512","poor",0
"P33778","Q96P70","H2BC3","IPO9","poor",0
"P33778","Q96PU4","H2BC3","UHRF2","poor",0
"P33778","Q96QV6","H2BC3","H2AC1","rich",0
"P33778","Q96T88","H2BC3","UHRF1","poor",0
"P33778","Q99878","H2BC3","H2AC14","rich",0
"P33778","Q9BTM1","H2BC3","H2AJ","rich",0
"P33778","Q9NR30","H2BC3","DDX21","poor",0
"P33778","Q9P0M6","H2BC3","MACROH2A2","poor",0
"P33778","Q9P258","H2BC3","RCC2","poor",0
"P33778","Q9UIG0","H2BC3","BAZ1B","poor",0
"P33778","Q9UPT8","H2BC3","ZC3H4","poor",0
"P33778","Q9Y2K7","H2BC3","KDM2A","poor",0
"P33778","Q9Y4D8","H2BC3","HECTD4","poor",0
"P33778","Q9Y6F1","H2BC3","PARP3","poor",0
"P33897","Q8NA82","ABCD1","MARCHF10","poor",0
"P33991","P33993","MCM4","MCM7","rich",999
"P33991","P49736","MCM4","MCM2","poor",999
"P33991","Q9BQG2","MCM4","NUDT12","poor",0
"P33991","Q9H0A8","MCM4","COMMD4","poor",0
"P33991","Q9UQ88","MCM4","CDK11A","poor",242
"P33991","Q9Y3I0","MCM4","RTCB","poor",0
"P33992","P49736","MCM5","MCM2","poor",999
"P34931","P34932","HSPA1L","HSPA4","poor",825
"P34931","Q14568","HSPA1L","HSP90AA2P","poor",0
"P34931","Q58FF3","HSPA1L","HSP90B2P","poor",0
"P34931","Q58FF8","HSPA1L","HSP90AB2P","poor",0
"P34931","Q58FG0","HSPA1L","HSP90AA5P","poor",0
"P34931","Q92598","HSPA1L","HSPH1","poor",954
"P34932","P54652","HSPA4","HSPA2","rich",830
"P34947","Q96KK5","GRK5","H2AC12","poor",0
"P34947","Q9BTM1","GRK5","H2AJ","poor",0
"P35222","P50502","CTNNB1","ST13","poor",204
"P35222","Q8IZP2","CTNNB1","ST13P4","poor",0
"P35222","Q8NFI4","CTNNB1","ST13P5","poor",0
"P35232","P54829","PHB1","PTPN5","poor",0
"P35232","Q99623","PHB1","PHB2","rich",0
"P35232","Q9NX40","PHB1","OCIAD1","poor",0
"P35232","Q9P2D1","PHB1","CHD7","poor",0
"P35241","Q96AC1","RDX","FERMT2","poor",512
"P35251","P57053","RFC1","H2BC12L","poor",0
"P35251","P58876","RFC1","H2BC5","poor",0
"P35251","P62807","RFC1","H2BC4","poor",0
"P35251","Q13576","RFC1","IQGAP2","poor",0
"P35251","Q16778","RFC1","H2BC21","poor",0
"P35251","Q5QNW6","RFC1","H2BC18","poor",0
"P35251","Q8N257","RFC1","H2BU1","poor",0
"P35251","Q93079","RFC1","H2BC9","poor",0
"P35251","Q96A08","RFC1","H2BC1","poor",0
"P35251","Q99877","RFC1","H2BC15","poor",0
"P35251","Q99879","RFC1","H2BC14","poor",0
"P35251","Q99880","RFC1","H2BC13","poor",0
"P35268","P62424","RPL22","RPL7A","poor",999
"P35268","P68431","RPL22","H3C1","poor",0
"P35268","P84243","RPL22","H3-3A","poor",174
"P35268","Q16695","RPL22","H3-4","poor",0
"P35268","Q5TEC6","RPL22","H3-7","poor",0
"P35268","Q6NXT2","RPL22","H3-5","poor",0
"P35268","Q71DI3","RPL22","H3C15","poor",0
"P35442","P60709","THBS2","ACTB","poor",267
"P35442","P62736","THBS2","ACTA2","poor",223
"P35442","P63261","THBS2","ACTG1","poor",0
"P35442","P63267","THBS2","ACTG2","poor",164
"P35442","P68032","THBS2","ACTC1","poor",0
"P35442","P68133","THBS2","ACTA1","poor",0
"P35453","P62873","HOXD13","GNB1","poor",0
"P35498","Q7Z5J8","SCN1A","ANKAR","poor",0
"P35498","Q8N556","SCN1A","AFAP1","poor",0
"P35499","Q7Z5J8","SCN4A","ANKAR","poor",0
"P35499","Q8N556","SCN4A","AFAP1","poor",0
"P35527","Q8NA82","KRT9","MARCHF10","poor",0
"P35579","P35580","MYH9","MYH10","rich",979
"P35579","P51149","MYH9","RAB7A","poor",314
"P35579","P51858","MYH9","HDGF","poor",209
"P35579","P55010","MYH9","EIF5","poor",0
"P35579","P60660","MYH9","MYL6","rich",995
"P35579","P60709","MYH9","ACTB","poor",980
"P35579","P62736","MYH9","ACTA2","poor",878
"P35579","P63261","MYH9","ACTG1","poor",935
"P35579","P63267","MYH9","ACTG2","poor",853
"P35579","P68032","MYH9","ACTC1","poor",660
"P35579","P68133","MYH9","ACTA1","poor",650
"P35579","Q01831","MYH9","XPC","poor",0
"P35579","Q04917","MYH9","YWHAH","poor",266
"P35579","Q13435","MYH9","SF3B2","poor",0
"P35579","Q14C86","MYH9","GAPVD1","poor",0
"P35579","Q15459","MYH9","SF3A1","poor",0
"P35579","Q15555","MYH9","MAPRE2","poor",177
"P35579","Q15642","MYH9","TRIP10","poor",276
"P35579","Q5THJ4","MYH9","VPS13D","poor",203
"P35579","Q6P996","MYH9","PDXDC1","poor",0
"P35579","Q6PGP7","MYH9","TTC37","poor",0
"P35579","Q7Z4V5","MYH9","HDGFL2","poor",0
"P35579","Q8IVF2","MYH9","AHNAK2","poor",0
"P35579","Q8NDH2","MYH9","CCDC168","poor",0
"P35579","Q8NEF9","MYH9","SRFBP1","poor",0
"P35579","Q8WVS4","MYH9","DYNC2I1","poor",0
"P35579","Q8WZ42","MYH9","TTN","poor",706
"P35579","Q96M95","MYH9","CCDC42","poor",0
"P35579","Q99615","MYH9","DNAJC7","poor",0
"P35579","Q9BXJ9","MYH9","NAA15","poor",0
"P35579","Q9H694","MYH9","BICC1","poor",0
"P35579","Q9UBU8","MYH9","MORF4L1","poor",0
"P35579","Q9Y2D5","MYH9","AKAP2","poor",0
"P35580","P60660","MYH10","MYL6","poor",978
"P35580","P60709","MYH10","ACTB","poor",932
"P35580","P62736","MYH10","ACTA2","poor",933
"P35580","P63261","MYH10","ACTG1","poor",927
"P35580","P63267","MYH10","ACTG2","poor",875
"P35580","P68032","MYH10","ACTC1","poor",874
"P35580","P68133","MYH10","ACTA1","poor",669
"P35580","Q13206","MYH10","DDX10","poor",0
"P35580","Q562R1","MYH10","ACTBL2","poor",486
"P35580","Q5THJ4","MYH10","VPS13D","poor",238
"P35580","Q8NDH2","MYH10","CCDC168","poor",0
"P35580","Q8WVS4","MYH10","DYNC2I1","poor",0
"P35580","Q9BUL5","MYH10","PHF23","poor",0
"P35606","P51648","COPB2","ALDH3A2","poor",0
"P35609","P62805","ACTN2","H4C1","poor",0
"P35613","P53985","BSG","SLC16A1","rich",998
"P35613","P78367","BSG","NKX3-2","poor",0
"P35613","Q03701","BSG","CEBPZ","poor",0
"P35658","Q99567","NUP214","NUP88","poor",999
"P35659","P57053","DEK","H2BC12L","poor",0
"P35659","P58876","DEK","H2BC5","poor",0
"P35659","P62807","DEK","H2BC4","poor",201
"P35659","P68431","DEK","H3C1","rich",406
"P35659","P84243","DEK","H3-3A","poor",413
